number,name,city,state,country,postcode,latitude,longitude,offset,description,created_at,address_id
3944,Woodlawn Avenue,Wexford,Kerry,Ireland,54546,83.4788,87.4255,-7:00,Mountain Time (US & Canada),2022-03-14,374
8493,Ellerslie-Panmure Highway,Dunedin,Northland,New Zealand,95880,-37.3096,170.6100,-2:00,Mid-Atlantic,2022-03-14,375
1459,Fjordvej,Lemvig,Hovedstaden,Denmark,89821,-47.8276,-171.7992,+3:30,Tehran,2022-03-14,376
8794,Rua da Paz ,Ribeirão Preto,Rio de Janeiro,Brazil,56850,-52.3740,94.4571,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,377
6794,South Eastern Highway,Lower Hutt,Southland,New Zealand,81431,71.6140,-29.4227,-8:00,Pacific Time (US & Canada),2022-03-14,378
8372,Ringnesveien,Tau,Finnmark - Finnmárku,Norway,9195,-14.1619,163.0978,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,379
2716,استاد نجات‌اللهی,سنندج,زنجان,Iran,39747,17.3180,143.9310,+6:00,"Almaty, Dhaka, Colombo",2022-03-14,380
6303,Albert Road,Dundee,Nottinghamshire,United Kingdom,UU72 2HZ,-4.0116,-22.3490,+5:45,Kathmandu,2022-03-14,381
3186,شهید آرش مهر,ایلام,مازندران,Iran,51635,43.7454,30.3444,-3:30,Newfoundland,2022-03-14,382
3679,Granittveien,Uskedal,Aust-Agder,Norway,7160,47.8563,-2.8221,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,383
3568,Lakeview Ave,Chatham,Nova Scotia,Canada,B6A 7Q3,61.3959,168.8196,+5:45,Kathmandu,2022-03-14,384
1245,Linwood Avenue,Porirua,Canterbury,New Zealand,35720,49.0531,-108.1622,+5:45,Kathmandu,2022-03-14,385
6412,Pilotveien,Trones,Telemark,Norway,9308,45.6981,151.4867,-8:00,Pacific Time (US & Canada),2022-03-14,386
6248,The Crescent,Edenderry,Fingal,Ireland,39187,26.8182,-20.2709,+5:30,"Bombay, Calcutta, Madras, New Delhi",2022-03-14,387
1325,میرداماد,مشهد,اردبیل,Iran,87172,73.3458,177.9037,-6:00,"Central Time (US & Canada), Mexico City",2022-03-14,388
7018,جمهوری اسلامی,بجنورد,گیلان,Iran,45552,45.2095,-110.4267,+4:00,"Abu Dhabi, Muscat, Baku, Tbilisi",2022-03-14,389
6626,Ash Dr,San Francisco,Missouri,United States,33312,-14.6920,-101.5003,+3:00,"Baghdad, Riyadh, Moscow, St. Petersburg",2022-03-14,390
4760,Skovgade,Viby Sj.,Danmark,Denmark,88552,26.0157,-53.2601,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,391
7518,Huginsvej,Hornbæk,Midtjylland,Denmark,10099,-29.9717,-84.9580,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,392
7229,Pasoplia,Hammarsland,Nordland,Norway,5257,-86.9379,-3.2323,+5:45,Kathmandu,2022-03-14,393
8718,Rua Treze de Maio ,Maringá,Rio de Janeiro,Brazil,70641,-3.8673,41.6506,-3:30,Newfoundland,2022-03-14,394
9731,Tunalı Hilmi Cd,Van,Trabzon,Turkey,90326,21.2132,-32.9853,-11:00,"Midway Island, Samoa",2022-03-14,395
6893,Buchenweg,Steinburg,Mecklenburg-Vorpommern,Germany,59053,50.7548,81.3866,+6:00,"Almaty, Dhaka, Colombo",2022-03-14,396
1510,Grande Rue,Roubaix,Seine-Saint-Denis,France,27334,-0.6110,-148.2550,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,397
6953,Eichenweg,Neuenbürg,Hessen,Germany,43210,70.5801,96.6343,+9:30,"Adelaide, Darwin",2022-03-14,398
5329,Ragna Maries vei,Brunstad,Rogaland,Norway,2711,28.0226,-158.8580,+9:30,"Adelaide, Darwin",2022-03-14,399
2106,Preston Rd,Victorville,South Carolina,United States,59581,40.9892,-158.5797,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,400
3292,Breslauer Straße,Weil am Rhein,Bremen,Germany,12359,13.9523,42.2825,+4:00,"Abu Dhabi, Muscat, Baku, Tbilisi",2022-03-14,401
9682,Calle del Barquillo,Talavera de la Reina,Castilla la Mancha,Spain,90606,60.5953,61.2033,-8:00,Pacific Time (US & Canada),2022-03-14,402
7737,Station Road,Stoke-on-Trent,County Down,United Kingdom,V25 3XH,89.7264,130.0759,-4:00,"Atlantic Time (Canada), Caracas, La Paz",2022-03-14,403
1192,Raukveien,Hollingen,Troms - Romsa,Norway,2833,-67.6844,52.8427,+5:45,Kathmandu,2022-03-14,404
4074,Fairview Road,Worcester,Suffolk,United Kingdom,U5 5AX,83.0360,-31.7925,+3:00,"Baghdad, Riyadh, Moscow, St. Petersburg",2022-03-14,405
4557,Calle del Pez,Almería,Navarra,Spain,58127,-39.6098,-82.3154,-3:00,"Brazil, Buenos Aires, Georgetown",2022-03-14,406
2012,میدان سلماس,اصفهان,زنجان,Iran,49214,10.1056,166.4879,+4:00,"Abu Dhabi, Muscat, Baku, Tbilisi",2022-03-14,407
9362,Hatanpään Valtatie,Ilmajoki,North Karelia,Finland,13537,70.7517,81.5713,+8:00,"Beijing, Perth, Singapore, Hong Kong",2022-03-14,408
1856,Harreveldseweg,Tegelen,Noord-Holland,Netherlands,41521,50.9548,-144.3123,-7:00,Mountain Time (US & Canada),2022-03-14,409
8394,Green Rd,Townsville,Tasmania,Australia,2682,-8.2843,-122.4319,-1:00,"Azores, Cape Verde Islands",2022-03-14,410
5518,Bachstraße,Kohren-Sahlis,Thüringen,Germany,90633,-47.8197,-88.7941,0:00,"Western Europe Time, London, Lisbon, Casablanca",2022-03-14,411
8266,Boghall Road,Carlow,Kilkenny,Ireland,28466,80.4685,-70.0291,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,412
3414,Old Taupo Road,Christchurch,Bay of Plenty,New Zealand,91482,86.1905,2.3966,-4:00,"Atlantic Time (Canada), Caracas, La Paz",2022-03-14,413
8998,Heihoven,Haaften,Overijssel,Netherlands,83265,-28.3011,-80.8206,+4:30,Kabul,2022-03-14,414
1214,York Road,Malahide,Louth,Ireland,70496,67.5307,132.7186,-7:00,Mountain Time (US & Canada),2022-03-14,415
4633,Rue des Chartreux,Sainte-Croix,Bern,Switzerland,6853,-18.1876,72.3252,+2:00,"Kaliningrad, South Africa",2022-03-14,416
3771,Rue Dubois,Avignon,Pas-de-Calais,France,90621,71.2098,-20.9258,+8:00,"Beijing, Perth, Singapore, Hong Kong",2022-03-14,417
7013,Pirkankatu,Larsmo,Southern Savonia,Finland,46111,80.7500,-55.2666,0:00,"Western Europe Time, London, Lisbon, Casablanca",2022-03-14,418
2344,Calle de Pedro Bosch,Bilbao,Comunidad Valenciana,Spain,73749,66.5440,-164.1086,-1:00,"Azores, Cape Verde Islands",2022-03-14,419
7270,Alfred St,Trenton,Nova Scotia,Canada,R9L 9G7,-47.0275,-108.7710,+5:30,"Bombay, Calcutta, Madras, New Delhi",2022-03-14,420
4163,Dr. Pieter Sipmastraat,Vianen,Friesland,Netherlands,97991,-67.6414,107.1653,+2:00,"Kaliningrad, South Africa",2022-03-14,421
695,Rue du Moulin,Tolochenaz,Jura,Switzerland,4260,-22.4467,53.3309,+1:00,"Brussels, Copenhagen, Madrid, Paris",2022-03-14,422
1730,North Street,Norwich,County Armagh,United Kingdom,PW7Q 5RU,-44.0620,54.5203,+9:30,"Adelaide, Darwin",2022-03-14,423
2872,G.M.Van der Zalmstraat,Houtigehage,Drenthe,Netherlands,22637,82.2265,128.9614,+1:00,"Brussels, Copenhagen, Madrid, Paris",2022-03-14,424
1570,جمال الدین اسدآبادی,نجف‌آباد,سیستان و بلوچستان,Iran,85766,85.6332,99.4076,-7:00,Mountain Time (US & Canada),2022-03-14,425
3312,Rue Saint-Georges,Hefenhofen,Vaud,Switzerland,6415,13.9539,-44.6737,-11:00,"Midway Island, Samoa",2022-03-14,426
7216,Mittelstraße,Schwarzenbek,Niedersachsen,Germany,61253,-68.9224,-92.6534,-3:00,"Brazil, Buenos Aires, Georgetown",2022-03-14,427
1781,Pockrus Page Rd,Mackay,Queensland,Australia,2629,66.6989,133.2450,-7:00,Mountain Time (US & Canada),2022-03-14,428
6170,میدان شهیدان رحیمی,اراک,مرکزی,Iran,56951,-60.0663,33.4268,-3:30,Newfoundland,2022-03-14,429
9735,Tehtaankatu,Tyrnävä,Northern Savonia,Finland,57019,81.5978,30.3910,-2:00,Mid-Atlantic,2022-03-14,430
299,College St,Bundaberg,Australian Capital Territory,Australia,9260,10.7418,-109.4187,+1:00,"Brussels, Copenhagen, Madrid, Paris",2022-03-14,431
7229,Mühlenstraße,Groß-Umstadt,Thüringen,Germany,10659,56.9754,99.2115,+7:00,"Bangkok, Hanoi, Jakarta",2022-03-14,432
9093,Princes Street,Rotorua,Taranaki,New Zealand,95190,6.0180,-87.2137,+5:00,"Ekaterinburg, Islamabad, Karachi, Tashkent",2022-03-14,433
6113,Calle del Pez,Las Palmas de Gran Canaria,Melilla,Spain,49511,-33.7866,-46.9274,+3:30,Tehran,2022-03-14,434
6365,Mcgowen St,Santa Maria,Tennessee,United States,34825,-41.7960,-128.9150,-7:00,Mountain Time (US & Canada),2022-03-14,435
5487,Rautatienkatu,Pukkila,Southern Ostrobothnia,Finland,90330,-35.8334,43.0331,-12:00,"Eniwetok, Kwajalein",2022-03-14,436
7699,Denny Street,Kilcoole,Roscommon,Ireland,63016,39.8662,-69.7228,-5:00,"Eastern Time (US & Canada), Bogota, Lima",2022-03-14,437
8354,Westmoreland Street,Clane,Cork City,Ireland,35642,5.6169,-162.9884,+5:00,"Ekaterinburg, Islamabad, Karachi, Tashkent",2022-03-14,438
5921,Dalhousie Ave,St. George,Nunavut,Canada,J5P 3D3,-77.9432,12.3372,+9:30,"Adelaide, Darwin",2022-03-14,439
7874,Skodsborgvej,Ryslinge,Danmark,Denmark,18127,66.9715,-69.3187,+4:00,"Abu Dhabi, Muscat, Baku, Tbilisi",2022-03-14,440
3849,Spring St,San Mateo,New York,United States,92747,-8.3197,-8.0289,-8:00,Pacific Time (US & Canada),2022-03-14,441
991,Avenida de Burgos,Hospitalet de Llobregat,Aragón,Spain,79285,-19.0670,-172.4168,-1:00,"Azores, Cape Verde Islands",2022-03-14,442
6840,Calle de Segovia,Torrente,Castilla y León,Spain,59218,-28.5054,83.1365,+3:30,Tehran,2022-03-14,443
7568,Rue de L'Abbé-Carton,Boltigen,Vaud,Switzerland,9894,-71.9409,62.8477,+11:00,"Magadan, Solomon Islands, New Caledonia",2022-03-14,444
4482,Armagh Street,Palmerston North,Tasman,New Zealand,16503,-81.3151,-39.7621,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,445
5394,شهید مطهری,بابل,گیلان,Iran,23539,-72.7825,-68.2645,-2:00,Mid-Atlantic,2022-03-14,446
5254,Parkvænget,Gørløse,Sjælland,Denmark,42900,-39.3261,0.4512,+4:00,"Abu Dhabi, Muscat, Baku, Tbilisi",2022-03-14,447
8179,Uhlandstraße,Glauchau,Niedersachsen,Germany,68223,-38.2570,-33.7127,-11:00,"Midway Island, Samoa",2022-03-14,448
5077,Geystingenstraat,Deinum,Noord-Brabant,Netherlands,93604,6.6355,-172.5023,+6:00,"Almaty, Dhaka, Colombo",2022-03-14,449
7679,Hatanpään Valtatie,Nummi,Northern Ostrobothnia,Finland,84538,78.7062,-28.2318,-11:00,"Midway Island, Samoa",2022-03-14,450
2475,Rue Principale,Champigny-sur-Marne,Pyrénées-Orientales,France,50729,-12.7767,3.0728,-5:00,"Eastern Time (US & Canada), Bogota, Lima",2022-03-14,451
8938,Kleine Houtweg,Streefkerk,Drenthe,Netherlands,27240,21.0870,-1.7527,+5:30,"Bombay, Calcutta, Madras, New Delhi",2022-03-14,452
3463,North Street,New Ross,Dún Laoghaire–Rathdown,Ireland,65304,-9.0949,-69.6026,+4:30,Kabul,2022-03-14,453
9054,Rue Bony,Colombes,Tarn-et-Garonne,France,52518,34.7908,-116.6997,0:00,"Western Europe Time, London, Lisbon, Casablanca",2022-03-14,454
8512,Jan Huddestraat,Sonnega,Groningen,Netherlands,97517,12.1397,170.0995,-9:00,Alaska,2022-03-14,455
7888,Daisy Dr,Round Rock,Virginia,United States,91807,-73.1407,158.3779,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,456
285,Copenweg,Schiphol-Rijk,Gelderland,Netherlands,76473,-40.9051,-43.8888,+5:00,"Ekaterinburg, Islamabad, Karachi, Tashkent",2022-03-14,457
497,Melumveien,Lyngseidet,Bergen,Norway,3792,5.5007,72.1103,-4:00,"Atlantic Time (Canada), Caracas, La Paz",2022-03-14,458
6592,Præstevej,Samsø,Syddanmark,Denmark,13336,-89.5162,-97.3346,-4:00,"Atlantic Time (Canada), Caracas, La Paz",2022-03-14,459
2820,The Grove,New Ross,South Dublin,Ireland,94605,-37.2157,54.3970,-2:00,Mid-Atlantic,2022-03-14,460
2188,Sunset St,Darwin,New South Wales,Australia,6752,31.2574,-130.6571,+3:30,Tehran,2022-03-14,461
5955,Schulstraße,Arzberg,Berlin,Germany,57260,56.2658,167.1430,+9:30,"Adelaide, Darwin",2022-03-14,462
8850,Præstemarken,Ishoej,Nordjylland,Denmark,76242,-41.1978,-56.0029,+7:00,"Bangkok, Hanoi, Jakarta",2022-03-14,463
9431,Fuglebakkevej,Nørrebro,Syddanmark,Denmark,85895,37.5095,124.1995,-3:00,"Brazil, Buenos Aires, Georgetown",2022-03-14,464
7433,Tværvej,Haslev,Syddanmark,Denmark,79833,45.8803,-124.1765,-12:00,"Eniwetok, Kwajalein",2022-03-14,465
6647,Præstøvej,Overby Lyng,Nordjylland,Denmark,89016,19.5137,-37.2931,+5:00,"Ekaterinburg, Islamabad, Karachi, Tashkent",2022-03-14,466
3194,Rua Rio de Janeiro ,Aracaju,Minas Gerais,Brazil,69146,56.4940,-6.8138,-1:00,"Azores, Cape Verde Islands",2022-03-14,467
4462,Rua Duque de Caxias ,Aracaju,Distrito Federal,Brazil,89860,76.4660,-23.1613,+5:30,"Bombay, Calcutta, Madras, New Delhi",2022-03-14,468
5733,Calle de Toledo,Torrente,Canarias,Spain,20933,-11.1202,82.7084,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,469
3163,Manchester Road,St Albans,Lancashire,United Kingdom,E3 2YG,-85.0947,-63.7911,0:00,"Western Europe Time, London, Lisbon, Casablanca",2022-03-14,470
3368,Humlehaven,København N,Hovedstaden,Denmark,42806,-13.7571,149.2943,+4:30,Kabul,2022-03-14,471
3584,Thurmanns gate,Høllen,Description,Norway,6292,-26.6573,40.7613,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,472
1178,شورا,یزد,ایلام,Iran,80925,-46.4315,-123.4915,-7:00,Mountain Time (US & Canada),2022-03-14,473
7893,Grand Ave,Inwood,Saskatchewan,Canada,O7E 4Z3,43.6453,166.0467,+4:30,Kabul,2022-03-14,474
3886,Mozartstraße,Dingolfing-Landau,Mecklenburg-Vorpommern,Germany,32558,-2.5641,-176.3547,-9:00,Alaska,2022-03-14,475
4868,Rookery Road,Gorey,Cork,Ireland,97323,-36.7734,-112.2476,-12:00,"Eniwetok, Kwajalein",2022-03-14,476
6295,Verkatehtaankatu,Liminka,Päijät-Häme,Finland,63500,31.4505,-165.4464,-10:00,Hawaii,2022-03-14,477
4243,Saddle Dr,Birmingham,Idaho,United States,18126,-12.9286,116.2260,+4:00,"Abu Dhabi, Muscat, Baku, Tbilisi",2022-03-14,478
6282,Rua Dezenove de Outubro,Sertãozinho,Minas Gerais,Brazil,97456,41.2207,-120.9675,-3:00,"Brazil, Buenos Aires, Georgetown",2022-03-14,479
8490,Heideweg,Fladungen,Thüringen,Germany,40377,60.3927,-49.7082,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,480
8000,Mühlenstraße,Saarburg,Niedersachsen,Germany,64799,30.8591,78.2428,-8:00,Pacific Time (US & Canada),2022-03-14,481
7947,Sandbjergvej,Stoevring,Sjælland,Denmark,78633,87.9702,-64.3497,-7:00,Mountain Time (US & Canada),2022-03-14,482
7529,Richmond Road,Nottingham,Oxfordshire,United Kingdom,QL0H 7WB,-60.9896,-140.0189,+9:30,"Adelaide, Darwin",2022-03-14,483
2786,Mcgowen St,Boston,Kentucky,United States,82880,28.6469,55.7942,-1:00,"Azores, Cape Verde Islands",2022-03-14,484
6638,Springfield Road,Inverness,Essex,United Kingdom,H9N 9TR,-4.5739,80.2452,-10:00,Hawaii,2022-03-14,485
3470,Park Lane,Greystones,Kilkenny,Ireland,46880,-13.5053,-59.7967,+5:00,"Ekaterinburg, Islamabad, Karachi, Tashkent",2022-03-14,486
2716,Blumenstraße,Altdorf Bei Nürnberg,Bremen,Germany,94530,-70.4926,-83.2401,+4:30,Kabul,2022-03-14,487
2944,King Street,Durham,Isle of Wight,United Kingdom,OY46 8WL,-12.3048,42.6849,-6:00,"Central Time (US & Canada), Mexico City",2022-03-14,488
614,Paddock Way,Hampton,Tennessee,United States,21186,-50.7400,68.1856,-5:00,"Eastern Time (US & Canada), Bogota, Lima",2022-03-14,489
4045,Bay Ave,Southampton,Manitoba,Canada,Z8U 0Y1,-80.4772,113.5632,-4:00,"Atlantic Time (Canada), Caracas, La Paz",2022-03-14,490
3069,Solskrænten,Roedovre,Nordjylland,Denmark,35198,-21.6385,24.4589,+8:00,"Beijing, Perth, Singapore, Hong Kong",2022-03-14,491
5156,Rotuaari,Hanko,Tavastia Proper,Finland,26357,70.8660,-103.6802,+6:00,"Almaty, Dhaka, Colombo",2022-03-14,492
701,Carillonlaan,Oost West en Middelbeers,Zuid-Holland,Netherlands,23453,-58.1282,167.6181,+5:30,"Bombay, Calcutta, Madras, New Delhi",2022-03-14,493
3314,فداییان اسلام,شیراز,فارس,Iran,64505,64.2179,128.3978,+9:00,"Tokyo, Seoul, Osaka, Sapporo, Yakutsk",2022-03-14,494
8806,Rua São Francisco ,Taubaté,Alagoas,Brazil,58609,67.3858,73.4536,-5:00,"Eastern Time (US & Canada), Bogota, Lima",2022-03-14,495
4904,واعظی,بندرعباس,ایلام,Iran,99570,-41.5945,67.2180,-10:00,Hawaii,2022-03-14,496
1460,جمهوری اسلامی,آمل,همدان,Iran,44306,84.1569,-20.0007,+10:00,"Eastern Australia, Guam, Vladivostok",2022-03-14,497
1104,Cackson St,Everett,Alaska,United States,26927,37.7085,-51.6408,+9:30,"Adelaide, Darwin",2022-03-14,498
7364,Otavalankatu,Jämijärvi,Tavastia Proper,Finland,40385,-47.6764,-132.0540,-8:00,Pacific Time (US & Canada),2022-03-14,499
